project_id,year,recipient_condensed,flow_class,usd_defl_2014,usd_current,recipient_iso3,recipient_region
968,2009,"Congo, Rep.",ODA-like,"6,785,494","5,000,000",COG,Africa
974,2009,Cameroon,ODA-like,"72,469,075","53,400,000",CMR,Africa
975,2009,Togo,Vague (Official Finance),"43,111,124","31,767,123",TGO,Africa
976,2011,Zimbabwe,ODA-like,"49,949,430","45,000,000",ZWE,Africa
977,2010,Zambia,OOF-like,"1,257,698,088","1,000,000,000",ZMB,Africa
979,2010,Sudan,Vague (Official Finance),"293,043,655","233,000,000",SDN,Africa
980,2009,Ethiopia,ODA-like,"474,984,576","350,000,000",ETH,Africa
981,2010,Togo,ODA-like,,,TGO,Africa
995,2009,Equatorial Guinea,Vague (Official Finance),"348,774,388","257,000,000",GNQ,Africa
996,2001,Mozambique,ODA-like,"50,016,792","22,000,000",MOZ,Africa
999,2007,Madagascar,ODA-like,"68,356,339","42,000,000",MDG,Africa
1007,2007,Sudan,OOF-like,"1,106,721,687","680,000,000",SDN,Africa
1011,2002,Kenya,ODA-like,"6,780,529","3,000,000",KEN,Africa
1013,2008,Sudan,OOF-like,"165,469,571","120,000,000",SDN,Africa
1018,2008,Madagascar,OOF-like,"193,777,767","140,529,354",MDG,Africa
1020,2008,Madagascar,ODA-like,,,MDG,Africa
1025,2003,Kenya,ODA-like,"113,160","51,359",KEN,Africa
1029,2002,Kenya,ODA-like,"143,505","63,493",KEN,Africa
1030,2011,Cameroon,ODA-like,"76,145,131","68,600,000",CMR,Africa
1032,2003,Kenya,ODA-like,"51,158","23,219",KEN,Africa
1033,2002,Kenya,ODA-like,"2,260,176","1,000,000",KEN,Africa
1038,2004,Kenya,ODA-like,,,KEN,Africa
1039,2004,Kenya,ODA-like,"130,144","63,152",KEN,Africa
1043,2005,Kenya,ODA-like,"49,103,179","25,000,000",KEN,Africa
1046,2005,Kenya,OOF-like,,,KEN,Africa
1050,2009,Sudan,OOF-like,"162,851,855","120,000,000",SDN,Africa
1051,2009,Sudan,OOF-like,"130,281,484","96,000,000",SDN,Africa
1052,2009,Sudan,OOF-like,"32,570,371","24,000,000",SDN,Africa
1053,2009,Sudan,OOF-like,"135,709,879","100,000,000",SDN,Africa
1054,2008,Equatorial Guinea,Vague (Official Finance),"413,673,928","300,000,000",GNQ,Africa
1056,2007,Equatorial Guinea,ODA-like,,,GNQ,Africa
1059,2009,Sudan,OOF-like,"298,561,733","220,000,000",SDN,Africa
1060,2008,"Congo, Rep.",ODA-like,,,COG,Africa
1065,2005,Kenya,ODA-like,"47,139,052","24,000,000",KEN,Africa
1066,2005,Kenya,ODA-like,"5,199,260","2,647,109",KEN,Africa
1068,2005,Kenya,Vague (Official Finance),,,KEN,Africa
1071,2006,"Congo, Rep.",ODA-like,,,COG,Africa
1074,2006,"Congo, Rep.",OOF-like,,,COG,Africa
1075,2006,"Congo, Rep.",ODA-like,,,COG,Africa
1076,2006,"Congo, Rep.",ODA-like,,,COG,Africa
1077,2007,Ethiopia,Vague (Official Finance),"216,013,133","132,724,363",ETH,Africa
1079,2000,Mali,Vague (Official Finance),"42,045,303","18,119,215",MLI,Africa
1080,2002,Mali,Vague (Official Finance),,,MLI,Africa
1092,2008,Lesotho,ODA-like,"1,378,913","1,000,000",LSO,Africa
1093,2009,Lesotho,ODA-like,,,LSO,Africa
1096,2007,Lesotho,ODA-like,"12,622,277","7,755,471",LSO,Africa
1097,2010,Lesotho,ODA-like,"628,849","500,000",LSO,Africa
1099,2000,Mauritius,ODA-like,"39,780,352","17,143,146",MUS,Africa
1102,2004,Mozambique,ODA-like,"7,418,859","3,600,000",MOZ,Africa
1106,2004,Mozambique,Vague (Official Finance),,,MOZ,Africa
1108,2005,Mozambique,ODA-like,"14,730,954","7,500,000",MOZ,Africa
1111,2005,Mozambique,ODA-like,"1,964,127","1,000,000",MOZ,Africa
1112,2007,Kenya,Vague (Official Finance),"134,566,308","82,681,211",KEN,Africa
1117,2007,Kenya,ODA-like,,,KEN,Africa
1118,2001,Namibia,ODA-like,"5,281,549","2,323,101",NAM,Africa
1119,2005,Mozambique,ODA-like,"5,892,382","3,000,000",MOZ,Africa
1124,2006,Namibia,Vague (Official Finance),,,NAM,Africa
1126,2011,Morocco,OOF-like,,,MAR,Africa
1129,2005,Kenya,OOF-like,,,KEN,Africa
1131,2002,Namibia,ODA-like,"11,793,253","5,217,847",NAM,Africa
1133,2008,Kenya,ODA-like,"9,966,800","7,228,011",KEN,Africa
1134,2009,Kenya,ODA-like,"4,071,296","3,000,000",KEN,Africa
1140,2008,Kenya,ODA-like,"188,173,176","136,464,855",KEN,Africa
1141,2002,Mauritius,ODA-like,"27,306,848","12,081,734",MUS,Africa
1144,2005,Mauritius,ODA-like,"9,988,363","5,085,395",MUS,Africa
1146,2006,Mauritius,Vague (Official Finance),"1,153,462","627,082",MUS,Africa
1149,2009,Kenya,ODA-like,,,KEN,Africa
1150,2011,Seychelles,ODA-like,"3,329,962","3,000,000",SYC,Africa
1154,2009,Kenya,ODA-like,"10,526,672","7,756,747",KEN,Africa
1156,2009,Mauritius,ODA-like,"352,845,685","260,000,000",MUS,Africa
1157,2009,Mauritius,ODA-like,"8,821,142","6,500,000",MUS,Africa
1158,2009,Mauritius,ODA-like,"6,785,494","5,000,000",MUS,Africa
1160,2011,Seychelles,ODA-like,"6,871,432","6,190,550",SYC,Africa
1161,2011,Seychelles,ODA-like,,,SYC,Africa
1163,2009,Mauritius,ODA-like,"11,464,924","8,448,113",MUS,Africa
1170,2006,Mozambique,ODA-like,,,MOZ,Africa
1176,2006,Mozambique,ODA-like,"36,788","20,000",MOZ,Africa
1181,2007,Mozambique,ODA-like,"48,825,957","30,000,000",MOZ,Africa
1184,2007,Mozambique,ODA-like,"65,101,276","40,000,000",MOZ,Africa
1186,2007,Mozambique,ODA-like,"252,104,690","154,900,000",MOZ,Africa
1192,2007,Mozambique,ODA-like,"11,766,529","7,229,677",MOZ,Africa
1193,2007,Mozambique,ODA-like,,,MOZ,Africa
1197,2008,Mozambique,ODA-like,"24,820,436","18,000,000",MOZ,Africa
1198,2008,Mozambique,ODA-like,"4,136,739","3,000,000",MOZ,Africa
1202,2008,Mozambique,Vague (Official Finance),"34,472,827","25,000,000",MOZ,Africa
1206,2006,Mozambique,ODA-like,"128,758,770","70,000,000",MOZ,Africa
1211,2007,Mozambique,ODA-like,,,MOZ,Africa
1215,2009,Mozambique,ODA-like,"8,142,593","6,000,000",MOZ,Africa
1218,2010,Mozambique,ODA-like,"6,162,721","4,900,000",MOZ,Africa
1219,2010,Mozambique,ODA-like,"2,766,936","2,200,000",MOZ,Africa
1220,2009,Mozambique,ODA-like,"1,017,824","750,000",MOZ,Africa
1222,2010,Mozambique,Vague (Official Finance),"81,750,376","65,000,000",MOZ,Africa
1225,2004,Kenya,ODA-like,,,KEN,Africa
1227,2005,Namibia,ODA-like,,,NAM,Africa
1228,2005,Namibia,OOF-like,"154,429","78,625",NAM,Africa
1230,2010,Mozambique,ODA-like,,,MOZ,Africa
1231,2010,Mozambique,ODA-like,"98,855","78,600",MOZ,Africa
1233,2010,Mozambique,ODA-like,,,MOZ,Africa
1235,2007,Namibia,OOF-like,"162,753,189","100,000,000",NAM,Africa
1240,2011,Mozambique,ODA-like,"756,567,361","681,600,000",MOZ,Africa
1241,2007,Namibia,ODA-like,"69,533,246","42,723,124",NAM,Africa
1242,2007,Namibia,ODA-like,"8,547,276","5,251,680",NAM,Africa
1243,2000,Ghana,ODA-like,"68,500,613","29,520,000",GHA,Africa
1244,2001,Ghana,ODA-like,"8,240,202","3,624,472",GHA,Africa
1253,2003,Namibia,OOF-like,"66,099","30,000",NAM,Africa
1255,2003,Namibia,ODA-like,"17,475,480","7,931,525",NAM,Africa
1256,2003,Namibia,ODA-like,"7,985,806","3,624,486",NAM,Africa
1257,2005,Mauritania,ODA-like,"13,748,890","7,000,000",MRT,Africa
1258,2003,Namibia,ODA-like,,,NAM,Africa
1264,2010,Kenya,OOF-like,"63,916,217","50,820,000",KEN,Africa
1265,2010,Kenya,ODA-like,"1,587,338","1,262,098",KEN,Africa
1266,2004,Namibia,ODA-like,,,NAM,Africa
1267,2009,Kenya,ODA-like,"9,544,183","7,032,784",KEN,Africa
1269,2004,Namibia,Vague (Official Finance),,,NAM,Africa
1271,2010,Kenya,ODA-like,"7,619,223","6,058,070",KEN,Africa
1272,2010,Kenya,ODA-like,"8,571,626","6,815,329",KEN,Africa
1275,2010,Kenya,ODA-like,"174,607","138,831",KEN,Africa
1277,2010,Kenya,ODA-like,,,KEN,Africa
1278,2006,Kenya,OOF-like,"109,700,079","59,638,699",KEN,Africa
1280,2005,Namibia,ODA-like,"8,030","4,088",NAM,Africa
1286,2010,Kenya,ODA-like,"19,048,058","15,145,176",KEN,Africa
1288,2005,Namibia,Vague (Official Finance),,,NAM,Africa
1290,2011,Kenya,ODA-like,"123,108,663","110,909,972",KEN,Africa
1291,2011,Kenya,ODA-like,"24,996,683","22,519,791",KEN,Africa
1292,2005,Namibia,ODA-like,,,NAM,Africa
1296,2009,Namibia,ODA-like,"9,932,778","7,319,127",NAM,Africa
1302,2006,Namibia,ODA-like,,,NAM,Africa
1303,2006,Namibia,ODA-like,,,NAM,Africa
1305,2006,Namibia,ODA-like,,,NAM,Africa
1306,2009,Namibia,ODA-like,,,NAM,Africa
1307,2006,Namibia,ODA-like,,,NAM,Africa
1308,2006,Namibia,ODA-like,"4,613,846","2,508,328",NAM,Africa
1312,2007,Namibia,ODA-like,,,NAM,Africa
1313,2007,Namibia,ODA-like,,,NAM,Africa
1314,2007,Namibia,Vague (Official Finance),"231,007,463","141,937,288",NAM,Africa
1315,2007,Namibia,ODA-like,"6,418,107","3,943,460",NAM,Africa
1316,2007,Namibia,ODA-like,"30,030,970","18,451,847",NAM,Africa
1318,2007,Namibia,OOF-like,,,NAM,Africa
1319,2007,Namibia,OOF-like,,,NAM,Africa
1320,2007,Namibia,ODA-like,,,NAM,Africa
1325,2010,Mauritius,ODA-like,"11,030,863","8,770,676",MUS,Africa
1331,2006,Mauritania,ODA-like,"4,598,527","2,500,000",MRT,Africa
1334,2009,Namibia,OOF-like,"160,154,705","118,012,562",NAM,Africa
1335,2009,Namibia,ODA-like,,,NAM,Africa
1336,2000,Namibia,Vague (Official Finance),"4,012,459","1,729,149",NAM,Africa
1337,2009,Namibia,ODA-like,,,NAM,Africa
1340,2010,Namibia,ODA-like,"2,576,820","2,048,838",NAM,Africa
1341,2008,Ethiopia,ODA-like,"5,515,652","4,000,000",ETH,Africa
1346,2008,Ethiopia,ODA-like,,,ETH,Africa
1356,2000,Tanzania,ODA-like,,,TZA,Africa
1357,2000,Tanzania,ODA-like,"4,348,682","1,874,043",TZA,Africa
1359,2000,Tanzania,ODA-like,"10,643,068","4,586,577",TZA,Africa
1360,2000,Tanzania,ODA-like,"46,410","20,000",TZA,Africa
1361,2001,Tanzania,ODA-like,"43,651,019","19,200,000",TZA,Africa
1372,2011,Mali,ODA-like,,,MLI,Africa
1373,2002,Tanzania,ODA-like,"23,383","10,346",TZA,Africa
1374,2002,Tanzania,ODA-like,"113,009","50,000",TZA,Africa
1375,2009,Ethiopia,OOF-like,"442,414,205","326,000,000",ETH,Africa
1378,2009,Ethiopia,ODA-like,,,ETH,Africa
1379,2009,Ethiopia,OOF-like,"922,827,176","680,000,000",ETH,Africa
1380,2009,Ethiopia,ODA-like,"134,963,474","99,450,000",ETH,Africa
1381,2009,Ethiopia,Vague (Official Finance),"176,297,480","129,907,625",ETH,Africa
1382,2001,Nigeria,ODA-like,,,NGA,Africa
1385,2009,Ethiopia,ODA-like,"12,963,050","9,552,031",ETH,Africa
1390,2010,Ethiopia,ODA-like,"31,568,222","25,100,000",ETH,Africa
1392,2010,Ethiopia,ODA-like,"9,181,196","7,300,000",ETH,Africa
1397,2003,Ghana,ODA-like,,,GHA,Africa
1402,2011,Lesotho,ODA-like,"8,589,290","7,738,188",LSO,Africa
1403,2010,Ethiopia,Vague (Official Finance),"13,092,303","10,409,734",ETH,Africa
1404,2010,Ethiopia,ODA-like,,,ETH,Africa
1406,2011,Lesotho,ODA-like,"8,589,290","7,738,188",LSO,Africa
1408,2011,Ethiopia,ODA-like,"25,767,871","23,214,563",ETH,Africa
1411,2011,Mauritius,ODA-like,"6,659,924","6,000,000",MUS,Africa
1412,2011,Mauritius,ODA-like,"3,329,962","3,000,000",MUS,Africa
1415,2002,Nigeria,ODA-like,"271,221","120,000",NGA,Africa
1416,2002,Nigeria,ODA-like,,,NGA,Africa
1419,2002,Nigeria,ODA-like,"7,910,617","3,500,000",NGA,Africa
1428,2005,Tanzania,ODA-like,"18,659","9,500",TZA,Africa
1438,2009,Ethiopia,ODA-like,,,ETH,Africa
1439,2009,Ethiopia,ODA-like,,,ETH,Africa
1440,2003,Ethiopia,ODA-like,"29,744,466","13,500,000",ETH,Africa
1443,2011,Egypt,ODA-like,"10,307,148","9,285,825",EGY,Africa
1444,2000,Tanzania,ODA-like,,,TZA,Africa
1445,2011,Egypt,ODA-like,,,EGY,Africa
1447,2011,Ethiopia,ODA-like,,,ETH,Africa
1450,2001,Ghana,ODA-like,"8,106","3,565",GHA,Africa
1451,2011,Ethiopia,ODA-like,"5,153,574","4,642,913",ETH,Africa
1453,2011,Ethiopia,ODA-like,"6,568","5,917",ETH,Africa
1456,2011,Ethiopia,ODA-like,"554,993,663","500,000,000",ETH,Africa
1457,2011,Ethiopia,OOF-like,,,ETH,Africa
1459,2011,Ethiopia,ODA-like,"7,120,008","6,414,495",ETH,Africa
1462,2002,Ghana,ODA-like,"120,919,428","53,500,000",GHA,Africa
1463,2011,Ethiopia,Vague (Official Finance),"2,663,969,582","2,400,000,000",ETH,Africa
1464,2011,Ethiopia,ODA-like,"109,083,985","98,274,983",ETH,Africa
1468,2002,Ghana,ODA-like,"18,081,410","8,000,000",GHA,Africa
1471,2011,Ethiopia,ODA-like,"447,324,892","403,000,000",ETH,Africa
1474,2005,Seychelles,ODA-like,"98,206","50,000",SYC,Africa
1475,2007,Ethiopia,ODA-like,"406,883","250,000",ETH,Africa
1479,2002,Ghana,Vague (Official Finance),,,GHA,Africa
1480,2010,Namibia,ODA-like,"8,589","6,829",NAM,Africa
1483,2011,Namibia,ODA-like,"519,748","468,247",NAM,Africa
1484,2011,Namibia,ODA-like,,,NAM,Africa
1485,2011,Namibia,ODA-like,,,NAM,Africa
1486,2011,Namibia,ODA-like,,,NAM,Africa
1487,2011,Namibia,ODA-like,"5,153,574","4,642,913",NAM,Africa
1489,2003,Tanzania,ODA-like,"21,295,484","9,665,295",TZA,Africa
1492,2003,Tanzania,ODA-like,,,TZA,Africa
1493,2003,Tanzania,ODA-like,"440,659","200,000",TZA,Africa
1496,2004,Tanzania,ODA-like,,,TZA,Africa
1497,2004,Ghana,ODA-like,"10,303,971","5,000,000",GHA,Africa
1498,2003,Ghana,ODA-like,"5,323,871","2,416,324",GHA,Africa
1503,2006,Mali,ODA-like,,,MLI,Africa
1504,2007,Mali,ODA-like,"12,729,245","7,821,196",MLI,Africa
1505,2009,Mali,Vague (Official Finance),"13,905,889","10,246,777",MLI,Africa
1506,2008,Mali,ODA-like,,,MLI,Africa
1507,2008,Mali,ODA-like,,,MLI,Africa
1508,2009,Mali,Vague (Official Finance),,,MLI,Africa
1511,2004,Ghana,ODA-like,"128,800","62,500",GHA,Africa
1515,2005,Tanzania,ODA-like,"25,534","13,000",TZA,Africa
1518,2005,Tanzania,ODA-like,"245,313","124,897",TZA,Africa
1521,2005,Tanzania,ODA-like,"241,833","123,125",TZA,Africa
1522,2006,Tanzania,Vague (Official Finance),"18,455,386","10,033,313",TZA,Africa
1524,2003,Nigeria,ODA-like,"7,985,806","3,624,486",NGA,Africa
1526,2003,Niger,ODA-like,"13,309,677","6,040,809",NER,Africa
1528,2003,Nigeria,OOF-like,,,NGA,Africa
1529,2003,Nigeria,ODA-like,"5,541,383","2,515,045",NGA,Africa
1534,2004,Nigeria,ODA-like,,,NGA,Africa
1544,2010,Mali,Vague (Official Finance),"190,453,731","151,430,405",MLI,Africa
1546,2010,Mali,Vague (Official Finance),"76,689,369","60,975,976",MLI,Africa
1547,2011,Mali,ODA-like,"16,466,347","14,834,716",MLI,Africa
1548,2011,Mali,ODA-like,,,MLI,Africa
1549,2011,Mali,ODA-like,,,MLI,Africa
1550,2011,Mali,ODA-like,"167,016","150,466",MLI,Africa
1551,2003,Liberia,ODA-like,"22,032,938","10,000,000",LBR,Africa
1552,2003,Liberia,ODA-like,,,LBR,Africa
1559,2008,Ghana,OOF-like,,,GHA,Africa
1562,2007,Togo,ODA-like,,,TGO,Africa
1563,2009,Togo,ODA-like,"12,071,115","8,894,794",TGO,Africa
1564,2009,Togo,ODA-like,,,TGO,Africa
1565,2010,Togo,ODA-like,"4,024,634","3,200,000",TGO,Africa
1567,2010,Togo,OOF-like,,,TGO,Africa
1569,2010,Togo,ODA-like,"15,236,298","12,114,432",TGO,Africa
1570,2010,Togo,ODA-like,"10,816,204","8,600,000",TGO,Africa
1573,2011,Togo,ODA-like,"9,409,341","8,476,981",TGO,Africa
1575,2006,Sudan,ODA-like,"2,306,923","1,254,164",SDN,Africa
1577,2007,Sudan,OOF-like,"21,393,690","13,144,867",SDN,Africa
1578,2007,Sudan,Vague (Official Finance),"19,254,321","11,830,380",SDN,Africa
1579,2007,Sudan,ODA-like,"113,927,233","70,000,000",SDN,Africa
1581,2007,Sudan,ODA-like,,,SDN,Africa
1583,2004,Liberia,ODA-like,"2,472,953","1,200,000",LBR,Africa
1584,2004,Liberia,ODA-like,,,LBR,Africa
1586,2004,Liberia,ODA-like,"2,472,953","1,200,000",LBR,Africa
1587,2005,Liberia,ODA-like,,,LBR,Africa
1588,2002,Gabon,ODA-like,"16,384,109","7,249,040",GAB,Africa
1589,2005,Liberia,ODA-like,"11,784,763","6,000,000",LBR,Africa
1590,2005,Liberia,ODA-like,,,LBR,Africa
1594,2005,Liberia,ODA-like,,,LBR,Africa
1595,2004,Ghana,ODA-like,"2,885,112","1,400,000",GHA,Africa
1597,2005,Liberia,ODA-like,,,LBR,Africa
1598,2005,Liberia,ODA-like,"485,139","247,000",LBR,Africa
1599,2006,Liberia,ODA-like,"1,839,411","1,000,000",LBR,Africa
1602,2006,Liberia,ODA-like,"45,985,275","25,000,000",LBR,Africa
1608,2006,Senegal,ODA-like,,,SEN,Africa
1612,2006,Liberia,ODA-like,"1,839,411","1,000,000",LBR,Africa
1614,2006,Liberia,ODA-like,"459,853","250,000",LBR,Africa
1615,2007,Senegal,ODA-like,,,SEN,Africa
1620,2006,Liberia,ODA-like,"40,099,160","21,800,000",LBR,Africa
1623,2006,Liberia,ODA-like,"55,182","30,000",LBR,Africa
1625,2006,Liberia,ODA-like,"1,839,411","1,000,000",LBR,Africa
1626,2006,Liberia,ODA-like,,,LBR,Africa
1627,2005,Liberia,OOF-like,"9,587,753","4,881,432",LBR,Africa
1630,2006,Liberia,OOF-like,"9,197,055","5,000,000",LBR,Africa
1631,2007,Liberia,ODA-like,,,LBR,Africa
1638,2002,Libya,OOF-like,,,LBY,Africa
1646,2007,Liberia,ODA-like,,,LBR,Africa
1647,2007,Liberia,ODA-like,"213,937","131,449",LBR,Africa
1648,2007,Liberia,ODA-like,"1,627,532","1,000,000",LBR,Africa
1653,2008,Liberia,ODA-like,"8,273,479","6,000,000",LBR,Africa
1657,2008,Liberia,ODA-like,,,LBR,Africa
1661,2008,Liberia,OOF-like,,,LBR,Africa
1665,2004,Ghana,OOF-like,,,GHA,Africa
1667,2008,Liberia,ODA-like,"3,033,609","2,200,000",LBR,Africa
1670,2006,Liberia,OOF-like,"7,357,644","4,000,000",LBR,Africa
1673,2006,Liberia,Vague (Official Finance),"18,394,110","10,000,000",LBR,Africa
1674,2008,Liberia,OOF-like,"9,922,158","7,195,637",LBR,Africa
1680,2004,Ghana,ODA-like,"13,395","6,500",GHA,Africa
1681,2004,Ghana,ODA-like,,,GHA,Africa
1684,2004,Ghana,ODA-like,,,GHA,Africa
1688,2003,Ghana,ODA-like,,,GHA,Africa
1690,2005,Ghana,ODA-like,"7,070,858","3,600,000",GHA,Africa
1695,2006,Senegal,ODA-like,"6,920,770","3,762,492",SEN,Africa
1696,2006,Senegal,ODA-like,"367,882","200,000",SEN,Africa
1697,2006,Senegal,ODA-like,"34,029,103","18,500,000",SEN,Africa
1700,2006,Senegal,ODA-like,,,SEN,Africa
1702,2007,Senegal,ODA-like,"56,963,616","35,000,000",SEN,Africa
1703,2004,Nigeria,ODA-like,"4,636,787","2,250,000",NGA,Africa
1704,2004,Nigeria,ODA-like,"24,730","12,000",NGA,Africa
1708,2004,Nigeria,ODA-like,,,NGA,Africa
1712,2005,Nigeria,OOF-like,"392,825,436","200,000,000",NGA,Africa
1713,2009,Liberia,ODA-like,"79,462","58,553",LBR,Africa
1715,2009,Liberia,ODA-like,"397,311","292,765",LBR,Africa
1719,2009,Liberia,ODA-like,"9,932,778","7,319,127",LBR,Africa
1722,2010,Liberia,ODA-like,"1,760,777","1,400,000",LBR,Africa
1723,2010,Liberia,ODA-like,"11,146,069","8,862,277",LBR,Africa
1724,2010,Liberia,ODA-like,"1,857,678","1,477,046",LBR,Africa
1726,2010,Liberia,ODA-like,"278,652","221,557",LBR,Africa
1727,2010,Liberia,ODA-like,"557,303","443,114",LBR,Africa
1728,2010,Liberia,ODA-like,176,140,LBR,Africa
1729,2010,Liberia,ODA-like,,,LBR,Africa
1731,2010,Liberia,ODA-like,"5,282,332","4,200,000",LBR,Africa
1734,2005,Ghana,Vague (Official Finance),,,GHA,Africa
1738,2006,Ghana,ODA-like,,,GHA,Africa
1739,2006,Ghana,Vague (Official Finance),"57,021,741","31,000,000",GHA,Africa
1740,2006,Tanzania,OOF-like,,,TZA,Africa
1741,2006,Ghana,Vague (Official Finance),"121,401,126","66,000,000",GHA,Africa
1744,2006,Ghana,ODA-like,"4,046,704","2,200,000",GHA,Africa
1745,2006,Ghana,ODA-like,,,GHA,Africa
1746,2006,Ghana,ODA-like,,,GHA,Africa
1749,2006,Ghana,ODA-like,"45,985,275","25,000,000",GHA,Africa
1750,2006,Ghana,ODA-like,"459,853","250,000",GHA,Africa
1756,2007,Senegal,ODA-like,,,SEN,Africa
1759,2007,Senegal,ODA-like,,,SEN,Africa
1760,2007,Senegal,ODA-like,,,SEN,Africa
1762,2005,Nigeria,ODA-like,"9,652,471","4,914,382",NGA,Africa
1772,2006,Tanzania,ODA-like,"1,807,233","982,507",TZA,Africa
1778,2007,Ghana,ODA-like,"205,069,018","126,000,000",GHA,Africa
1780,2007,Ghana,ODA-like,"6,184,621","3,800,000",GHA,Africa
1783,2000,Tanzania,ODA-like,"84,074,521","36,231,499",TZA,Africa
1785,2000,Morocco,Vague (Official Finance),,,MAR,Africa
1788,2000,Morocco,ODA-like,"6,551,555","2,823,360",MAR,Africa
1791,2011,Liberia,ODA-like,"11,099,873","10,000,000",LBR,Africa
1792,2011,Liberia,ODA-like,,,LBR,Africa
1794,2011,Liberia,ODA-like,"8,589,290","7,738,188",LBR,Africa
1795,2008,Tanzania,ODA-like,,,TZA,Africa
1799,2011,Liberia,ODA-like,,,LBR,Africa
1800,2008,Tanzania,ODA-like,"2,068,370","1,500,000",TZA,Africa
1801,2006,Nigeria,OOF-like,"36,788,220","20,000,000",NGA,Africa
1802,2003,Rwanda,Vague (Official Finance),"8,195,939","3,719,858",RWA,Africa
1805,2011,Liberia,ODA-like,,,LBR,Africa
1806,2006,Nigeria,OOF-like,"165,852,243","90,165,952",NGA,Africa
1808,2011,Liberia,ODA-like,"515,357","464,291",LBR,Africa
1811,2011,Liberia,Vague (Official Finance),"19,979,772","18,000,000",LBR,Africa
1814,2011,Liberia,ODA-like,,,LBR,Africa
1818,2006,Nigeria,ODA-like,"9,227,693","5,016,656",NGA,Africa
1821,2006,Nigeria,ODA-like,"1,153,462","627,082",NGA,Africa
1822,2011,Liberia,ODA-like,"11,099,873","10,000,000",LBR,Africa
1837,2000,Rwanda,ODA-like,"5,606,040","2,415,895",RWA,Africa
1838,2002,Morocco,ODA-like,"8,192,054","3,624,520",MAR,Africa
1839,2002,Morocco,Vague (Official Finance),"1,365,342","604,087",MAR,Africa
1840,2002,Morocco,ODA-like,"218,455","96,654",MAR,Africa
1843,2000,Rwanda,ODA-like,"5,606,040","2,415,895",RWA,Africa
1844,2006,Nigeria,OOF-like,,,NGA,Africa
1846,2002,Morocco,Vague (Official Finance),"1,362,886","603,000",MAR,Africa
1851,2012,Nigeria,ODA-like,"529,517,717","500,000,000",NGA,Africa
1852,2006,Nigeria,ODA-like,"1,145,953","623,000",NGA,Africa
1853,2003,Morocco,Vague (Official Finance),"10,647,742","4,832,647",MAR,Africa
1854,2009,Ghana,ODA-like,"3,973,111","2,927,651",GHA,Africa
1856,2004,Morocco,ODA-like,"1,244,922","604,098",MAR,Africa
1857,2004,Morocco,ODA-like,,,MAR,Africa
1861,2008,Rwanda,ODA-like,"4,136,739","3,000,000",RWA,Africa
1862,2007,Ghana,ODA-like,"97,651,914","60,000,000",GHA,Africa
1863,2004,Morocco,Vague (Official Finance),"31,179,770","15,129,978",MAR,Africa
1864,2007,Ghana,ODA-like,"384,098","236,000",GHA,Africa
1865,2007,Ghana,ODA-like,"7,323,894","4,500,000",GHA,Africa
1867,2001,Rwanda,ODA-like,"6,138,425","2,700,000",RWA,Africa
1868,2007,Ghana,ODA-like,,,GHA,Africa
1872,2008,Ghana,Vague (Official Finance),"55,156,524","40,000,000",GHA,Africa
1874,2001,Rwanda,ODA-like,"8,211,403","3,611,804",RWA,Africa
1875,2008,Ghana,ODA-like,,,GHA,Africa
1876,2001,Rwanda,ODA-like,"31,087,536","13,673,924",RWA,Africa
1877,2001,Rwanda,ODA-like,"8,240,202","3,624,472",RWA,Africa
1878,2008,Ghana,ODA-like,"10,203,957","7,400,000",GHA,Africa
1879,2008,Ghana,ODA-like,"344,728","250,000",GHA,Africa
1880,2005,Rwanda,ODA-like,"105,632","53,781",RWA,Africa
1881,2005,Rwanda,ODA-like,"2,946,191","1,500,000",RWA,Africa
1882,2008,Ghana,Vague (Official Finance),"11,307,087","8,200,000",GHA,Africa
1884,2006,Rwanda,ODA-like,,,RWA,Africa
1885,2006,Rwanda,ODA-like,"9,197","5,000",RWA,Africa
1886,2006,Rwanda,ODA-like,"14,089,888","7,660,000",RWA,Africa
1887,2006,Rwanda,ODA-like,,,RWA,Africa
1888,2008,Rwanda,OOF-like,,,RWA,Africa
1889,2006,Rwanda,ODA-like,,,RWA,Africa
1890,2006,Rwanda,ODA-like,"461,385","250,833",RWA,Africa
1891,2006,Rwanda,Vague (Official Finance),,,RWA,Africa
1892,2006,Rwanda,ODA-like,,,RWA,Africa
1893,2006,Rwanda,ODA-like,,,RWA,Africa
1894,2006,Rwanda,ODA-like,,,RWA,Africa
1895,2006,Rwanda,ODA-like,"4,613,846","2,508,328",RWA,Africa
1897,2007,Rwanda,ODA-like,,,RWA,Africa
1898,2007,Rwanda,ODA-like,"2,380,498","1,462,643",RWA,Africa
1899,2007,Rwanda,ODA-like,"260,405,103","160,000,000",RWA,Africa
1902,2007,Nigeria,ODA-like,"26,908","16,533",NGA,Africa
1903,2009,Tanzania,ODA-like,"29,798,334","21,957,380",TZA,Africa
1905,2009,Tanzania,Vague (Official Finance),"678,549,394","500,000,000",TZA,Africa
1907,2009,Tanzania,ODA-like,"297,983","219,574",TZA,Africa
1910,2009,Tanzania,Vague (Official Finance),"5,971,235","4,400,000",TZA,Africa
1911,2009,Ghana,ODA-like,,,GHA,Africa
1912,2009,Ghana,ODA-like,"606,623","447,000",GHA,Africa
1913,2009,Ghana,ODA-like,"54,284","40,000",GHA,Africa
