project_id,year,recipient_condensed,flow_class,usd_defl_2014,usd_current,recipient_iso3,recipient_region,special
22358,2005,Lesotho,ODA-like,239693.8341,122035.8012,LSO,Africa,
22368,2007,Lesotho,ODA-like,,,LSO,Africa,
22376,2005,Lesotho,ODA-like,"17,905,129","9,116,074",LSO,Africa,
22429,2002,Algeria,Vague (Official Finance),,,DZA,Africa,
22458,2011,Zimbabwe,ODA-like,"171,786","154,764",ZWE,Africa,
22487,2011,Zimbabwe,ODA-like,,,ZWE,Africa,
22494,2011,Zimbabwe,OOF-like,22199746.52,20000000,ZWE,Africa,
22506,2011,Zimbabwe,ODA-like,,,ZWE,Africa,
22595,2010,Cameroon,OOF-like,"16,973,955","13,496,049",CMR,Africa,
22643,2008,Sudan,ODA-like,,,SDN,Africa,
22683,2001,Guinea-Bissau,ODA-like,13186245.24,5800000,GNB,Africa,
22818,2007,Cameroon,OOF-like,133653027,82120066.38,CMR,Africa,
22824,2007,Cameroon,Vague (Official Finance),465558044.2,286051564.6,CMR,Africa,
22830,2003,Niger,ODA-like,,,NER,Africa,
22839,2007,Cameroon,ODA-like,"339,588","208,652",CMR,Africa,
22850,2009,Cameroon,ODA-like,"542,840","400,000",CMR,Africa,
22856,2007,Cameroon,ODA-like,"4,882,596","3,000,000",CMR,Africa,
22930,2008,Guinea,ODA-like,,,GIN,Africa,
23049,2011,Mozambique,OOF-like,"35,519,594","32,000,000",MOZ,Africa,
23098,2006,Burundi,ODA-like,23075106.88,12544834.72,BDI,Africa,
23105,2004,Namibia,OOF-like,"9,570,707","4,644,184",NAM,Africa,
23142,2008,Tanzania,ODA-like,"96,523,917","70,000,000",TZA,Africa,
23150,2010,Tanzania,ODA-like,"130,037,471","103,393,233",TZA,Africa,
23220,2010,Tanzania,ODA-like,"232,036","184,492",TZA,Africa,
23248,2011,Rwanda,ODA-like,,,RWA,Africa,
23288,2006,Tanzania,ODA-like,,,TZA,Africa,
23296,2006,Tanzania,ODA-like,,,TZA,Africa,
23346,2011,Malawi,ODA-like,,,MWI,Africa,
23358,2009,Malawi,ODA-like,"1,357,099","1,000,000",MWI,Africa,
23366,2009,Malawi,ODA-like,407129.6363,300000,MWI,Africa,
23385,2009,Malawi,ODA-like,,,MWI,Africa,
23426,2006,Uganda,ODA-like,"183,941","100,000",UGA,Africa,
23467,2008,Uganda,ODA-like,"8,273,479","6,000,000",UGA,Africa,
23566,2009,Gabon,ODA-like,,,GAB,Africa,
23749,2003,Central African Rep.,ODA-like,"189,547","86,029",CAF,Africa,
23762,2004,"Congo, Rep.",ODA-like,"24,729,529","12,000,000",COG,Africa,
23895,2009,Zimbabwe,OOF-like,"271,419,758","200,000,000",ZWE,Africa,
24202,2005,Ghana,ODA-like,119846.9171,61017.90062,GHA,Africa,
24212,2001,Ghana,OOF-like,59438068.97,26143970,GHA,Africa,
24242,2010,Ghana,OOF-like,,,GHA,Africa,
24282,2007,Rwanda,ODA-like,,,RWA,Africa,
24320,2003,Rwanda,ODA-like,,,RWA,Africa,
24426,2011,Libya,ODA-like,"3,435,716","3,095,275",LBY,Africa,
24549,2007,Ghana,ODA-like,,,GHA,Africa,
24574,2011,South Sudan,ODA-like,"34,357,161","30,952,750",SSD,Africa,
24580,2011,South Sudan,ODA-like,,,SSD,Africa,
24920,2011,Liberia,ODA-like,"6,659,924","6,000,000",LBR,Africa,
25009,2011,Liberia,ODA-like,,,LBR,Africa,
25046,2005,Zambia,ODA-like,"15,713,017","8,000,000",ZMB,Africa,
25103,2006,Zambia,ODA-like,"18,394,110","10,000,000",ZMB,Africa,
25286,2009,Togo,ODA-like,,,TGO,Africa,
25296,2009,Togo,ODA-like,4885555.635,3600000,TGO,Africa,
25430,2001,Namibia,ODA-like,,,NAM,Africa,
25554,2005,Namibia,ODA-like,"59,923,459","30,508,950",NAM,Africa,
25599,2010,Tanzania,ODA-like,,,TZA,Africa,
25657,2010,Malawi,Vague (Official Finance),75461885.28,60000000,MWI,Africa,
25723,2011,Zimbabwe,ODA-like,"22,200","20,000",ZWE,Africa,
26654,2010,Zimbabwe,ODA-like,"1,886,547","1,500,000",ZWE,Africa,
26657,2010,Zimbabwe,ODA-like,,,ZWE,Africa,
26665,2010,Zimbabwe,ODA-like,,,ZWE,Africa,
26880,2006,Cameroon,Vague (Official Finance),114043481.6,62000000,CMR,Africa,
27492,2011,Niger,ODA-like,,,NER,Africa,
27498,2009,Mozambique,ODA-like,,,MOZ,Africa,
27562,2008,Ghana,OOF-like,,,GHA,Africa,
27650,2003,Lesotho,ODA-like,"9,829","4,461",LSO,Africa,
27714,2007,Zimbabwe,OOF-like,68356339.48,42000000,ZWE,Africa,
27948,2002,Nigeria,OOF-like,259694248,114900000,NGA,Africa,
27983,2011,Sierra Leone,ODA-like,,,SLE,Africa,
28482,2004,Nigeria,Vague (Official Finance),"206,079,411","100,000,000",NGA,Africa,
28496,2007,Somalia,ODA-like,813765.9462,500000,SOM,Africa,
28502,2007,Somalia,ODA-like,214834.2098,132000,SOM,Africa,
30004,2010,Zambia,OOF-like,46534829.25,37000000,ZMB,Africa,
30005,2006,Sierra Leone,ODA-like,55182329.79,30000000,SLE,Africa,
30006,2004,Togo,Vague (Official Finance),"31,207,320","15,143,347",TGO,Africa,
30011,2009,Uganda,OOF-like,"1,966,690","1,449,187",UGA,Africa,
30012,2005,Zambia,Vague (Official Finance),,,ZMB,Africa,
30017,2002,Tanzania,ODA-like,5144295.73,2276059.574,TZA,Africa,
30036,2009,Ethiopia,OOF-like,"172,351,546","127,000,000",ETH,Africa,
30048,2011,Malawi,ODA-like,"177,297","159,729",MWI,Africa,
30050,2012,Angola,Vague (Official Finance),529517717.4,500000000,AGO,Africa,
30052,2012,Angola,ODA-like,,,AGO,Africa,
30058,2012,Burundi,ODA-like,1426065.679,1346570.315,BDI,Africa,
30060,2009,Burundi,ODA-like,,,BDI,Africa,
30061,2009,Burundi,ODA-like,,,BDI,Africa,
30063,2011,Burundi,ODA-like,,,BDI,Africa,
30064,2007,Burundi,ODA-like,"2,139,369","1,314,487",BDI,Africa,
30066,2012,"Africa, regional",Vague (Official Finance),"28,593,957","27,000,000",R_Africa,Africa,
30070,2010,Comoros,Vague (Official Finance),,,COM,Africa,
30071,2010,Comoros,ODA-like,,,COM,Africa,
30075,2012,Comoros,ODA-like,,,COM,Africa,
30076,2012,Comoros,ODA-like,,,COM,Africa,
30077,2012,Comoros,ODA-like,243578.15,230000,COM,Africa,
30079,2008,Comoros,ODA-like,,,COM,Africa,
30080,2006,Comoros,ODA-like,,,COM,Africa,
30086,2012,Ghana,ODA-like,79801561.72,75353061,GHA,Africa,
30087,2012,Ghana,ODA-like,33554486.55,31684007.4,GHA,Africa,
30088,2009,Egypt,ODA-like,,,EGY,Africa,
30089,2010,"Congo, Dem. Rep.",ODA-like,,,COD,Africa,
30096,2012,Burundi,ODA-like,211807.087,200000,BDI,Africa,
30101,2012,Comoros,ODA-like,,,COM,Africa,
30103,2013,Djibouti,Vague (Official Finance),71172735.47,70000000,DJI,Africa,
30108,2007,"Africa, regional",ODA-like,172518380.6,106000000,R_Africa,Africa,
30110,2012,Ethiopia,OOF-like,"26,475,886","25,000,000",ETH,Africa,
30111,2013,Ghana,ODA-like,,,GHA,Africa,
30113,2011,Ethiopia,ODA-like,"136,528,441","123,000,000",ETH,Africa,
30118,2011,Ghana,ODA-like,"17,759,797","16,000,000",GHA,Africa,
30120,2012,Cote D'Ivoire,Vague (Official Finance),103719798.6,97937987,CIV,Africa,
30122,2012,Cote D'Ivoire,ODA-like,,,CIV,Africa,
30127,2011,Botswana,ODA-like,,,BWA,Africa,
30128,2012,Botswana,ODA-like,,,BWA,Africa,
30129,2012,Nigeria,Vague (Official Finance),"32,406,484","30,600,000",NGA,Africa,
30132,2011,Botswana,ODA-like,"2,922","2,632",BWA,Africa,
30136,2006,"Africa, regional",ODA-like,,,R_Africa,Africa,1
30137,2012,Zimbabwe,ODA-like,"171,563,740","162,000,000",ZWE,Africa,
30140,2011,Kenya,ODA-like,137481.7557,123858.8518,KEN,Africa,
30143,2012,"Congo, Rep.",ODA-like,,,COG,Africa,
30145,2012,Zimbabwe,OOF-like,,,ZWE,Africa,
30160,2012,Zambia,ODA-like,"6,354,213","6,000,000",ZMB,Africa,
30166,2012,Cameroon,ODA-like,13442085.9,12692763.12,CMR,Africa,
30171,2013,Ethiopia,Vague (Official Finance),"2,846,909,419","2,800,000,000",ETH,Africa,
30173,2008,Kenya,ODA-like,"31,715","23,000",KEN,Africa,
30175,2012,Rwanda,ODA-like,20132691.93,19010404.44,RWA,Africa,
30183,2012,Tanzania,ODA-like,"1,297,318,408","1,230,000,000",TZA,Africa,
30188,2012,Cameroon,ODA-like,"3,028,618","2,859,789",CMR,Africa,
30190,2009,Cameroon,ODA-like,"2,299,260","1,694,247",CMR,Africa,
30197,2011,"Africa, regional",OOF-like,"22,199,747","20,000,000",R_Africa,Africa,
30199,2013,Cameroon,ODA-like,"617,412","607,238",CMR,Africa,
30200,2013,"Congo, Rep.",ODA-like,1641047.483,1614007.429,COG,Africa,
30201,2006,"Congo, Rep.",ODA-like,"11,036,466","6,000,000",COG,Africa,
30210,2012,Cape Verde,ODA-like,"12,708,425","12,000,000",CPV,Africa,
30214,2012,Djibouti,ODA-like,,,DJI,Africa,
30220,2013,"Congo, Rep.",ODA-like,,,COG,Africa,
30221,2012,Chad,ODA-like,"11,649,390","11,000,000",TCD,Africa,
30226,2012,Ethiopia,ODA-like,"105,903,544","100,000,000",ETH,Africa,
30228,2012,Mali,ODA-like,"4,194,311","3,960,501",MLI,Africa,
30229,2012,Mali,ODA-like,"503,317","475,260",MLI,Africa,
30234,2009,Mali,ODA-like,"29,798,334","21,957,380",MLI,Africa,
30235,2012,"Congo, Rep.",ODA-like,"635,421,261","600,000,000",COG,Africa,
30237,2012,Ethiopia,ODA-like,16777243.28,15842003.7,ETH,Africa,
30238,2012,Ethiopia,ODA-like,"15,313,003","14,459,387",ETH,Africa,
30239,2012,Ethiopia,ODA-like,11963283.91,11296396.25,ETH,Africa,
30240,2012,Uganda,OOF-like,"95,313","90,000",UGA,Africa,
30241,2012,Ethiopia,ODA-like,"310,615,093","293,300,000",ETH,Africa,
30244,2012,Ethiopia,Vague (Official Finance),"1,080,216,143","1,020,000,000",ETH,Africa,
30246,2013,Cameroon,ODA-like,16410474.83,16140074.29,CMR,Africa,
30248,2013,Cameroon,ODA-like,11487332.38,11298052,CMR,Africa,
30249,2013,Cameroon,ODA-like,738471.3673,726303.3431,CMR,Africa,
30251,2013,Cameroon,ODA-like,,,CMR,Africa,
30252,2012,Togo,ODA-like,"17,010,047","16,061,830",TGO,Africa,
30254,2012,Sierra Leone,ODA-like,15885531.52,15000000,SLE,Africa,
30256,2012,Uganda,ODA-like,"8,456,848","7,985,425",UGA,Africa,
30257,2012,Uganda,ODA-like,"10,993,902","10,381,052",UGA,Africa,
30258,2009,Sierra Leone,ODA-like,,,SLE,Africa,
30264,2012,Zimbabwe,ODA-like,,,ZWE,Africa,
30273,2013,Sierra Leone,ODA-like,"30,502,601","30,000,000",SLE,Africa,
30274,2012,Sierra Leone,ODA-like,"167,772","158,420",SLE,Africa,
30275,2012,Zimbabwe,ODA-like,,,ZWE,Africa,
30279,2012,Lesotho,ODA-like,,,LSO,Africa,
30280,2012,Lesotho,ODA-like,9531318.913,9000000,LSO,Africa,
30281,2012,Lesotho,ODA-like,8472283.478,8000000,LSO,Africa,
30284,2012,Zimbabwe,ODA-like,,,ZWE,Africa,
30287,2012,"Africa, regional",ODA-like,"24,887,333","23,500,000",R_Africa,Africa,
30288,2012,"Africa, regional",ODA-like,45114909.52,42600000,R_Africa,Africa,1
30290,2012,Tanzania,ODA-like,,,TZA,Africa,
30293,2012,Tanzania,ODA-like,"554,014,283","523,131,016",TZA,Africa,
30304,2012,Zimbabwe,ODA-like,"15,885,532","15,000,000",ZWE,Africa,
30307,2012,Tanzania,OOF-like,317710.6304,300000,TZA,Africa,
30309,2012,Tanzania,ODA-like,"10,035","9,476",TZA,Africa,
30311,2013,Tanzania,ODA-like,5082.355458,4998.611894,TZA,Africa,
30313,2012,Liberia,ODA-like,1482649.609,1400000,LBR,Africa,
30315,2012,Namibia,ODA-like,"133,438,465","126,000,000",NAM,Africa,
30316,2009,Namibia,ODA-like,"3,203","2,360",NAM,Africa,
30323,2012,Tunisia,ODA-like,"30,512,100","28,811,217",TUN,Africa,
30328,2012,Tunisia,ODA-like,,,TUN,Africa,
30329,2012,Tunisia,ODA-like,,,TUN,Africa,
30333,2012,Malawi,ODA-like,"28,059","26,495",MWI,Africa,
30338,2008,Namibia,ODA-like,3968863.308,2878254.857,NAM,Africa,
30339,2011,Niger,Vague (Official Finance),"48,222,874","43,444,527",NER,Africa,
30340,2012,Nigeria,ODA-like,"105,903,544","100,000,000",NGA,Africa,
30343,2012,South Sudan,ODA-like,,,SSD,Africa,
30344,2012,South Sudan,ODA-like,,,SSD,Africa,
30346,2012,Djibouti,Vague (Official Finance),"67,778,268","64,000,000",DJI,Africa,
30350,2012,Liberia,ODA-like,,,LBR,Africa,
30352,2012,Liberia,ODA-like,"1,588,553","1,500,000",LBR,Africa,
30353,2012,Rwanda,ODA-like,120104393.9,113409230.6,RWA,Africa,
30354,2012,Liberia,ODA-like,,,LBR,Africa,
30356,2007,Rwanda,ODA-like,"813,766","500,000",RWA,Africa,
30360,2012,Liberia,ODA-like,"330,293","311,881",LBR,Africa,
30364,2012,Kenya,ODA-like,"106,492,885","100,556,489",KEN,Africa,
30371,2012,Nigeria,OOF-like,981725848,927000000,NGA,Africa,
30372,2013,Mauritania,ODA-like,"131,161,184","129,000,000",MRT,Africa,
30373,2013,Mauritania,ODA-like,133194690.7,131000000,MRT,Africa,
30376,2012,Mozambique,ODA-like,317710630.4,300000000,MOZ,Africa,
30377,2012,Mozambique,ODA-like,2118070.87,2000000,MOZ,Africa,
30379,2012,Mozambique,ODA-like,"9,954,933","9,400,000",MOZ,Africa,
30380,2012,Seychelles,ODA-like,,,SYC,Africa,
30381,2012,Mozambique,ODA-like,"15,144,207","14,300,000",MOZ,Africa,
30384,2012,Kenya,Vague (Official Finance),76674877.51,72400672.34,KEN,Africa,
30385,2012,Namibia,ODA-like,3355448.655,3168400.74,NAM,Africa,
30391,2013,Mozambique,ODA-like,"1,626,805","1,600,000",MOZ,Africa,
30394,2012,Mali,ODA-like,497855.0335,470102.3376,MLI,Africa,
30395,2012,Mali,Vague (Official Finance),"9,227,484","8,713,102",MLI,Africa,
30397,2012,Mali,ODA-like,"226,634","214,000",MLI,Africa,
30399,2011,Somalia,ODA-like,"17,759,797","16,000,000",SOM,Africa,
30401,2012,Kenya,ODA-like,50114.29903,47320.70088,KEN,Africa,
30402,2011,Kenya,ODA-like,211221970.2,190292236,KEN,Africa,
30403,2009,Namibia,ODA-like,"13,905,889","10,246,777",NAM,Africa,
30404,2013,Mali,Vague (Official Finance),"350,779,911","345,000,000",MLI,Africa,
30405,2012,Namibia,ODA-like,,,NAM,Africa,
30409,2012,Mali,Vague (Official Finance),34849852.35,32907163.63,MLI,Africa,
30410,2012,Mali,ODA-like,1452077.181,1371131.818,MLI,Africa,
30413,2012,Niger,ODA-like,,,NER,Africa,
30415,2012,Niger,ODA-like,27111307.13,25600000,NER,Africa,
30416,2012,Niger,ODA-like,"2,012,167","1,900,000",NER,Africa,
30421,2012,Sudan,ODA-like,,,SDN,Africa,
30422,2012,Sudan,ODA-like,,,SDN,Africa,
30423,2011,Sudan,ODA-like,,,SDN,Africa,
30426,2012,Egypt,Vague (Official Finance),211807087,200000000,EGY,Africa,
30429,2012,South Sudan,ODA-like,,,SSD,Africa,
30434,2012,Sudan,OOF-like,"20,132,692","19,010,404",SDN,Africa,
30437,2008,Tanzania,Vague (Official Finance),"46,055,697","33,400,000",TZA,Africa,
30440,2012,Sudan,OOF-like,"1,588,553,152","1,500,000,000",SDN,Africa,
30442,2010,"Congo, Dem. Rep.",Vague (Official Finance),25103653.84,19960000,COD,Africa,
30447,2010,Tunisia,ODA-like,,,TUN,Africa,
30452,2011,Rwanda,ODA-like,,,RWA,Africa,
30456,2012,Rwanda,ODA-like,,,RWA,Africa,
30459,2012,Uganda,ODA-like,,,UGA,Africa,
30466,2013,Sudan,ODA-like,,,SDN,Africa,
30469,2009,Zambia,ODA-like,62155124.47,45800000,ZMB,Africa,
30471,2009,Zambia,ODA-like,15742345.94,11600000,ZMB,Africa,
30472,2009,Zambia,ODA-like,33927469.69,25000000,ZMB,Africa,
30474,2001,Djibouti,OOF-like,27467340.7,12081572.36,DJI,Africa,
30476,2011,Burundi,ODA-like,"8,589,290","7,738,188",BDI,Africa,
30480,2011,Burundi,ODA-like,"17,178,580","15,476,375",BDI,Africa,
30481,2012,Ghana,ODA-like,"33,837,771","31,951,500",GHA,Africa,
30483,2013,Burundi,ODA-like,7625650.229,7500000,BDI,Africa,
30486,2013,Burundi,ODA-like,,,BDI,Africa,
30487,2013,Burundi,ODA-like,,,BDI,Africa,
30491,2012,Burundi,ODA-like,,,BDI,Africa,
30494,2008,"Congo, Rep.",ODA-like,6158539.125,4466227.172,COG,Africa,
30495,2010,"Congo, Rep.",ODA-like,"9,395,717","7,470,567",COG,Africa,
30496,2012,"Congo, Rep.",ODA-like,,,COG,Africa,
30497,2012,"Congo, Rep.",ODA-like,"8,388,622","7,921,002",COG,Africa,
30499,2012,"Congo, Rep.",ODA-like,73804146.62,69689969,COG,Africa,
30501,2013,"Congo, Rep.",ODA-like,"163,697,292","161,000,000",COG,Africa,
30502,2013,"Congo, Rep.",Vague (Official Finance),"64,055,462","63,000,000",COG,Africa,
30507,2011,"Congo, Rep.",ODA-like,"9,324,375","8,400,434",COG,Africa,
30508,2012,"Congo, Rep.",ODA-like,,,COG,Africa,
30509,2009,"Congo, Rep.",ODA-like,"397,311","292,765",COG,Africa,
30513,2010,"Congo, Rep.",ODA-like,,,COG,Africa,
30514,2007,"Congo, Rep.",ODA-like,,,COG,Africa,
30515,2013,"Congo, Rep.",ODA-like,,,COG,Africa,
30517,2011,"Congo, Rep.",ODA-like,"192,891","173,778",COG,Africa,
30518,2010,"Congo, Rep.",ODA-like,"126,969","100,954",COG,Africa,
30520,2013,"Congo, Rep.",OOF-like,,,COG,Africa,
30522,2012,"Congo, Rep.",ODA-like,,,COG,Africa,
30523,2008,"Congo, Rep.",ODA-like,"923,781","669,934",COG,Africa,
30524,2012,"Congo, Rep.",ODA-like,,,COG,Africa,
30525,2011,"Congo, Rep.",ODA-like,,,COG,Africa,
30527,2013,Eritrea,ODA-like,,,ERI,Africa,
30528,2010,Eritrea,ODA-like,,,ERI,Africa,
30533,2010,Eritrea,ODA-like,,,ERI,Africa,
30534,2013,Equatorial Guinea,OOF-like,,,GNQ,Africa,
30536,2012,Equatorial Guinea,ODA-like,,,GNQ,Africa,
30538,2012,Equatorial Guinea,ODA-like,,,GNQ,Africa,
30539,2012,Equatorial Guinea,ODA-like,,,GNQ,Africa,
30540,2012,Equatorial Guinea,ODA-like,,,GNQ,Africa,
30543,2014,Sudan,ODA-like,"700,000,000","700,000,000",SDN,Africa,
30546,2011,Equatorial Guinea,ODA-like,,,GNQ,Africa,
30548,2011,Equatorial Guinea,ODA-like,,,GNQ,Africa,
30552,2011,Ethiopia,ODA-like,"8,589,290","7,738,188",ETH,Africa,
30553,2010,Ethiopia,ODA-like,"5,573,034","4,431,139",ETH,Africa,
30554,2010,Ethiopia,ODA-like,"372,187,748","295,927,736",ETH,Africa,
30555,2010,Ethiopia,ODA-like,"295,265,252","234,766,400",ETH,Africa,
30556,2011,Ethiopia,ODA-like,"110,765,635","99,790,000",ETH,Africa,
30559,2013,South Africa,ODA-like,,,ZAF,Africa,
30560,2013,Ethiopia,ODA-like,,,ETH,Africa,
30563,2011,Ethiopia,ODA-like,66599239.55,60000000,ETH,Africa,
30568,2013,Gabon,Vague (Official Finance),"103,708,843","102,000,000",GAB,Africa,
30570,2012,Cape Verde,ODA-like,54010807.17,51000000,CPV,Africa,
30571,2012,Ghana,ODA-like,"1,588,553","1,500,000",GHA,Africa,
30577,2011,Ghana,ODA-like,12265359.95,11050000,GHA,Africa,
30582,2011,Cote D'Ivoire,ODA-like,"940,934","847,698",CIV,Africa,
30583,2011,Cote D'Ivoire,ODA-like,3998970.042,3602716.85,CIV,Africa,
30584,2011,Cote D'Ivoire,ODA-like,,,CIV,Africa,
30585,2008,Cote D'Ivoire,ODA-like,"400,305","290,305",CIV,Africa,
30588,2012,Djibouti,ODA-like,10590354.35,10000000,DJI,Africa,
30589,2013,Tanzania,ODA-like,,,TZA,Africa,
30592,2011,Lesotho,ODA-like,32560666.31,29334268.56,LSO,Africa,
30598,2002,Lesotho,ODA-like,"5,146,147","2,276,879",LSO,Africa,
30600,2012,Ghana,ODA-like,"31,771,063","30,000,000",GHA,Africa,
30602,2013,Tanzania,OOF-like,,,TZA,Africa,
30603,2013,Tanzania,ODA-like,"409,751,606","403,000,000",TZA,Africa,
30606,2013,Tanzania,OOF-like,,,TZA,Africa,
30607,2013,Tanzania,ODA-like,,,TZA,Africa,
30608,2002,Lesotho,ODA-like,,,LSO,Africa,
30611,2012,Djibouti,ODA-like,,,DJI,Africa,
30612,2013,Tanzania,ODA-like,,,TZA,Africa,
30613,2011,Mali,ODA-like,11996910.12,10808150.55,MLI,Africa,
30614,2013,Tanzania,ODA-like,,,TZA,Africa,
30615,2013,Tanzania,ODA-like,3660312.11,3600000,TZA,Africa,
30618,2011,Mali,ODA-like,8468407.147,7629282.74,MLI,Africa,
30623,2013,Uganda,OOF-like,,,UGA,Africa,
30625,2013,Nigeria,ODA-like,,,NGA,Africa,
30626,2012,Nigeria,Vague (Official Finance),"211,807,087","200,000,000",NGA,Africa,
30629,2009,Nigeria,ODA-like,"16,963,735","12,500,000",NGA,Africa,
30637,2013,Rwanda,ODA-like,8205237.415,8070037.146,RWA,Africa,
30638,2012,Zimbabwe,Vague (Official Finance),"754,976","712,890",ZWE,Africa,
30639,2012,Zimbabwe,ODA-like,"5,284,832","4,990,231",ZWE,Africa,
30642,2013,Rwanda,ODA-like,"8,134,027","8,000,000",RWA,Africa,
30646,2011,Senegal,ODA-like,,,SEN,Africa,
30648,2013,Zimbabwe,ODA-like,"9,846,285","9,684,045",ZWE,Africa,
30650,2013,Zimbabwe,ODA-like,"2,033,507","2,000,000",ZWE,Africa,
30652,2011,Mali,ODA-like,"47,550,310","42,838,607",MLI,Africa,
30653,2012,Mali,ODA-like,"72,603,859","68,556,591",MLI,Africa,
30658,2013,Mali,ODA-like,57419271.12,56473155.79,MLI,Africa,
30659,2013,Mali,ODA-like,"65,641,899","64,560,297",MLI,Africa,
30660,2012,Mali,ODA-like,,,MLI,Africa,
30662,2012,Mali,ODA-like,"8,297,584","7,835,039",MLI,Africa,
30663,2009,Mali,ODA-like,"661,037","487,096",MLI,Africa,
30664,2009,Mali,ODA-like,"143,704","105,890",MLI,Africa,
30665,2009,Mali,ODA-like,"244,296","180,014",MLI,Africa,
30668,2001,Mali,ODA-like,114754068,50474838.15,MLI,Africa,
30669,2007,Mali,ODA-like,"6,418,107","3,943,460",MLI,Africa,
30670,2007,Mali,ODA-like,2139368.964,1314486.662,MLI,Africa,
30671,2007,Mali,ODA-like,6418106.892,3943459.985,MLI,Africa,
30673,2007,Mali,ODA-like,2139368.964,1314486.662,MLI,Africa,
30679,2013,Zambia,Vague (Official Finance),1476942.735,1452606.686,ZMB,Africa,
30680,2010,Zambia,OOF-like,"18,576,782","14,770,462",ZMB,Africa,
30692,2010,Kenya,ODA-like,"634,935","504,839",KEN,Africa,
30699,2012,Rwanda,ODA-like,8388621.638,7921001.85,RWA,Africa,
30704,2009,Uganda,ODA-like,949969.1513,700000,UGA,Africa,
30708,2012,"Congo, Rep.",ODA-like,3177106.304,3000000,COG,Africa,
30709,2012,Ghana,ODA-like,80705848.78,76206939,GHA,Africa,
30711,2010,Tanzania,ODA-like,,,TZA,Africa,
30714,2011,Zambia,Vague (Official Finance),84359036.76,76000000,ZMB,Africa,
30719,2012,Zambia,OOF-like,186284333,175900000,ZMB,Africa,
30730,2013,Sudan,ODA-like,,,SDN,Africa,
30731,2013,"Congo, Dem. Rep.",ODA-like,,,COD,Africa,
30735,2007,Liberia,ODA-like,,,LBR,Africa,
30736,2009,Liberia,ODA-like,,,LBR,Africa,
30737,2013,Liberia,ODA-like,,,LBR,Africa,
30745,2013,Liberia,ODA-like,"50,838","50,000",LBR,Africa,
30749,2013,Liberia,ODA-like,305026.0092,300000,LBR,Africa,
30751,2013,Liberia,OOF-like,,,LBR,Africa,
30752,2013,Liberia,ODA-like,,,LBR,Africa,
30767,2013,Liberia,ODA-like,813402.6911,800000,LBR,Africa,
30789,2013,Sudan,ODA-like,"64,125","63,068",SDN,Africa,
30801,2007,Ghana,ODA-like,"439,433,611","270,000,000",GHA,Africa,
30802,2013,Zimbabwe,ODA-like,16268053.82,16000000,ZWE,Africa,
30803,2011,Kenya,ODA-like,"12,209,861","11,000,000",KEN,Africa,
30805,2013,Kenya,ODA-like,"944,468","928,905",KEN,Africa,
30806,2013,"Congo, Rep.",Vague (Official Finance),,,COG,Africa,
30807,2012,"Congo, Rep.",OOF-like,,,COG,Africa,
30822,2012,Angola,ODA-like,,,AGO,Africa,
30825,2013,Angola,OOF-like,1342114440,1320000000,AGO,Africa,
30833,2013,Benin,ODA-like,"32,105,399","31,576,388",BEN,Africa,
30834,2013,Benin,Vague (Official Finance),"132,177,937","130,000,000",BEN,Africa,
30835,2013,Benin,Vague (Official Finance),"42,703,641","42,000,000",BEN,Africa,
30836,2013,Benin,Vague (Official Finance),"81,340,269","80,000,000",BEN,Africa,
30839,2013,Angola,ODA-like,"32,820,950","32,280,149",AGO,Africa,
30843,2011,Botswana,ODA-like,,,BWA,Africa,
30844,2011,Botswana,ODA-like,242261.7184,218256.2925,BWA,Africa,
30846,2013,Benin,ODA-like,"2,058,038","2,024,127",BEN,Africa,
30847,2013,Benin,ODA-like,,,BEN,Africa,
30848,2013,Benin,ODA-like,,,BEN,Africa,
30849,2013,Benin,ODA-like,"24,615,712","24,210,111",BEN,Africa,
30850,2013,Benin,ODA-like,"8,205,237","8,070,037",BEN,Africa,
30852,2013,Chad,ODA-like,"732,062","720,000",TCD,Africa,
30853,2013,Chad,ODA-like,"691,392","680,000",TCD,Africa,
30856,2011,Chad,ODA-like,"776,991,128","700,000,000",TCD,Africa,
30857,2013,Cote D'Ivoire,ODA-like,"889,659,193","875,000,000",CIV,Africa,
30877,2013,Comoros,ODA-like,"820,524","807,004",COM,Africa,
30878,2013,Comoros,ODA-like,,,COM,Africa,
30885,2012,Cameroon,ODA-like,"16,777,243","15,842,004",CMR,Africa,
30886,2013,Ethiopia,ODA-like,"145,395,731","143,000,000",ETH,Africa,
30888,2013,"Africa, regional",ODA-like,327394583.2,322000000,R_Africa,Africa,
30889,2013,"Africa, regional",ODA-like,101675336.4,100000000,R_Africa,Africa,
30905,2013,Cameroon,Vague (Official Finance),"412,430,894","405,635,141",CMR,Africa,
30911,2013,Ethiopia,Vague (Official Finance),,,ETH,Africa,
30915,2013,Ethiopia,Vague (Official Finance),"228,769,507","800,000,000",ETH,Africa,
30917,2013,Ethiopia,ODA-like,,,ETH,Africa,
30921,2013,Equatorial Guinea,ODA-like,"18,872,046","18,561,085",GNQ,Africa,
30922,2012,Cote D'Ivoire,ODA-like,"500,500,147","472,600,000",CIV,Africa,
30925,2013,Eritrea,OOF-like,,,ERI,Africa,
30926,2012,Cameroon,ODA-like,"511,302,308","482,800,000",CMR,Africa,
30937,2013,Tanzania,Vague (Official Finance),"203,350,673","200,000,000",TZA,Africa,
