project_id,year,recipient_condensed,flow_class,usd_current,recipient_iso3,recipient_region
27948,2002,Nigeria,OOF-like,114900000,NGA,Africa
27983,2011,Sierra Leone,ODA-like, ,SLE,Africa
28482,2004,Nigeria,Vague (Official Finance),100000000,NGA,Africa
28496,2007,Somalia,ODA-like,500000,SOM,Africa
28502,2007,Somalia,ODA-like,132000,SOM,Africa
30004,2010,Zambia,OOF-like,37000000,ZMB,Africa
30005,2006,Sierra Leone,ODA-like,30000000,SLE,Africa
30006,2004,Togo,Vague (Official Finance),15143347,TGO,Africa
30011,2009,Uganda,OOF-like,1449187,UGA,Africa
30012,2005,Zambia,Vague (Official Finance), ,ZMB,Africa
30017,2002,Tanzania,ODA-like,2276060,TZA,Africa
30036,2009,Ethiopia,OOF-like,127000000,ETH,Africa
30048,2011,Malawi,ODA-like,159729,MWI,Africa
30050,2012,Angola,Vague (Official Finance),500000000,AGO,Africa
30052,2012,Angola,ODA-like, ,AGO,Africa
30058,2012,Burundi,ODA-like,1346570,BDI,Africa
30060,2009,Burundi,ODA-like, ,BDI,Africa
30061,2009,Burundi,ODA-like, ,BDI,Africa
30063,2011,Burundi,ODA-like, ,BDI,Africa
30064,2007,Burundi,ODA-like,1314487,BDI,Africa
30066,2012,"Africa, regional",Vague (Official Finance),27000000,"Africa, regional",Africa
30070,2010,Comoros,Vague (Official Finance), ,COM,Africa
30071,2010,Comoros,ODA-like, ,COM,Africa
30075,2012,Comoros,ODA-like, ,COM,Africa
30076,2012,Comoros,ODA-like, ,COM,Africa
30077,2012,Comoros,ODA-like,230000,COM,Africa
30079,2008,Comoros,ODA-like, ,COM,Africa
30080,2006,Comoros,ODA-like, ,COM,Africa
30086,2012,Ghana,ODA-like,75353061,GHA,Africa
30087,2012,Ghana,ODA-like,31684007,GHA,Africa
30088,2009,Egypt,ODA-like, ,EGY,Africa
30089,2010,"Congo, Dem. Rep.",ODA-like, ,COD,Africa
30096,2012,Burundi,ODA-like,200000,BDI,Africa
30101,2012,Comoros,ODA-like, ,COM,Africa
30103,2013,Djibouti,Vague (Official Finance),70000000,DJI,Africa
30108,2007,"Africa, regional",ODA-like,106000000,"Africa, regional",Africa
30110,2012,Ethiopia,OOF-like,25000000,ETH,Africa
30111,2013,Ghana,ODA-like, ,GHA,Africa
30113,2011,Ethiopia,ODA-like,123000000,ETH,Africa
30118,2011,Ghana,ODA-like,16000000,GHA,Africa
30120,2012,Cote D'Ivoire,Vague (Official Finance),97937987,CIV,Africa
30122,2012,Cote D'Ivoire,ODA-like, ,CIV,Africa
30127,2011,Botswana,ODA-like, ,BWA,Africa
30128,2012,Botswana,ODA-like, ,BWA,Africa
30129,2012,Nigeria,Vague (Official Finance),30600000,NGA,Africa
30132,2011,Botswana,ODA-like,2632,BWA,Africa
30136,2006,"Africa, regional",ODA-like, ,"ZWE; Africa, regional; NGA",Africa
30137,2012,Zimbabwe,ODA-like,162000000,ZWE,Africa
30140,2011,Kenya,ODA-like,123859,KEN,Africa
30143,2012,"Congo, Rep.",ODA-like, ,COG,Africa
30145,2012,Zimbabwe,OOF-like, ,ZWE,Africa
30160,2012,Zambia,ODA-like,6000000,ZMB,Africa
30166,2012,Cameroon,ODA-like,12692763,CMR,Africa
30171,2013,Ethiopia,Vague (Official Finance),2800000000,ETH,Africa
30173,2008,Kenya,ODA-like,23000,KEN,Africa
30175,2012,Rwanda,ODA-like,19010404,RWA,Africa
30183,2012,Tanzania,ODA-like,1230000000,TZA,Africa
30188,2012,Cameroon,ODA-like,2859789,CMR,Africa
30190,2009,Cameroon,ODA-like,1694247,CMR,Africa
30197,2011,"Africa, regional",OOF-like,20000000,"Africa, regional",Africa
30199,2013,Cameroon,ODA-like,607238,CMR,Africa
30200,2013,"Congo, Rep.",ODA-like,1614007,COG,Africa
30201,2006,"Congo, Rep.",ODA-like,6000000,COG,Africa
30210,2012,Cape Verde,ODA-like,12000000,CPV,Africa
30214,2012,Djibouti,ODA-like, ,DJI,Africa
30220,2013,"Congo, Rep.",ODA-like, ,COG,Africa
30221,2012,Chad,ODA-like,11000000,TCD,Africa
30226,2012,Ethiopia,ODA-like,100000000,ETH,Africa
30228,2012,Mali,ODA-like,3960501,MLI,Africa
30229,2012,Mali,ODA-like,475260,MLI,Africa
30234,2009,Mali,ODA-like,21957380,MLI,Africa
30235,2012,"Congo, Rep.",ODA-like,600000000,COG,Africa
30237,2012,Ethiopia,ODA-like,15842004,ETH,Africa
30238,2012,Ethiopia,ODA-like,14459387,ETH,Africa
30239,2012,Ethiopia,ODA-like,11296396,ETH,Africa
30240,2012,Uganda,OOF-like,90000,UGA,Africa
30241,2012,Ethiopia,ODA-like,293300000,ETH,Africa
30244,2012,Ethiopia,Vague (Official Finance),1020000000,ETH,Africa
30246,2013,Cameroon,ODA-like,16140074,CMR,Africa
30248,2013,Cameroon,ODA-like,11298052,CMR,Africa
30249,2013,Cameroon,ODA-like,726303,CMR,Africa
30251,2013,Cameroon,ODA-like, ,CMR,Africa
30252,2012,Togo,ODA-like,16061830,TGO,Africa
30254,2012,Sierra Leone,ODA-like,15000000,SLE,Africa
30256,2012,Uganda,ODA-like,7985425,UGA,Africa
30257,2012,Uganda,ODA-like,10381052,UGA,Africa
30258,2009,Sierra Leone,ODA-like, ,SLE,Africa
30264,2012,Zimbabwe,ODA-like, ,ZWE,Africa
30273,2013,Sierra Leone,ODA-like,30000000,SLE,Africa
30274,2012,Sierra Leone,ODA-like,158420,SLE,Africa
30275,2012,Zimbabwe,ODA-like, ,ZWE,Africa
30279,2012,Lesotho,ODA-like, ,LSO,Africa
30280,2012,Lesotho,ODA-like,9000000,LSO,Africa
30281,2012,Lesotho,ODA-like,8000000,LSO,Africa
30284,2012,Zimbabwe,ODA-like, ,ZWE,Africa
30287,2012,"Africa, regional",ODA-like,23500000,"Africa, regional",Africa
30288,2012,"Africa, regional",ODA-like,42600000,ZMB; TZA,Africa
30290,2012,Tanzania,ODA-like, ,TZA,Africa
30293,2012,Tanzania,ODA-like,523131016,TZA,Africa
30304,2012,Zimbabwe,ODA-like,15000000,ZWE,Africa
30307,2012,Tanzania,OOF-like,300000,TZA,Africa
30309,2012,Tanzania,ODA-like,9476,TZA,Africa
30311,2013,Tanzania,ODA-like,4999,TZA,Africa
30313,2012,Liberia,ODA-like,1400000,LBR,Africa
30315,2012,Namibia,ODA-like,126000000,NAM,Africa
30316,2009,Namibia,ODA-like,2360,NAM,Africa
30323,2012,Tunisia,ODA-like,28811217,TUN,Africa
30328,2012,Tunisia,ODA-like, ,TUN,Africa
30329,2012,Tunisia,ODA-like, ,TUN,Africa
30333,2012,Malawi,ODA-like,26495,MWI,Africa
30338,2008,Namibia,ODA-like,2878255,NAM,Africa
30339,2011,Niger,Vague (Official Finance),43444527,NER,Africa
30340,2012,Nigeria,ODA-like,100000000,NGA,Africa
30343,2012,South Sudan,ODA-like, ,SSD,Africa
30344,2012,South Sudan,ODA-like, ,SSD,Africa
30346,2012,Djibouti,Vague (Official Finance),64000000,DJI,Africa
30350,2012,Liberia,ODA-like, ,LBR,Africa
30352,2012,Liberia,ODA-like,1500000,LBR,Africa
30353,2012,Rwanda,ODA-like,113409231,RWA,Africa
30354,2012,Liberia,ODA-like, ,LBR,Africa
30356,2007,Rwanda,ODA-like,500000,RWA,Africa
30360,2012,Liberia,ODA-like,311881,LBR,Africa
30364,2012,Kenya,ODA-like,100556489,KEN,Africa
30371,2012,Nigeria,OOF-like,927000000,NGA,Africa
30372,2013,Mauritania,ODA-like,129000000,MRT,Africa
30373,2013,Mauritania,ODA-like,131000000,MRT,Africa
30376,2012,Mozambique,ODA-like,300000000,MOZ,Africa
30377,2012,Mozambique,ODA-like,2000000,MOZ,Africa
30379,2012,Mozambique,ODA-like,9400000,MOZ,Africa
30380,2012,Seychelles,ODA-like, ,SYC,Africa
30381,2012,Mozambique,ODA-like,14300000,MOZ,Africa
30384,2012,Kenya,Vague (Official Finance),72400672,KEN,Africa
30385,2012,Namibia,ODA-like,3168401,NAM,Africa
30391,2013,Mozambique,ODA-like,1600000,MOZ,Africa
30394,2012,Mali,ODA-like,470102,MLI,Africa
30395,2012,Mali,Vague (Official Finance),8713102,MLI,Africa
30397,2012,Mali,ODA-like,214000,MLI,Africa
30399,2011,Somalia,ODA-like,16000000,SOM,Africa
30401,2012,Kenya,ODA-like,47321,KEN,Africa
30402,2011,Kenya,ODA-like,190292236,KEN,Africa
30403,2009,Namibia,ODA-like,10246777,NAM,Africa
30404,2013,Mali,Vague (Official Finance),345000000,MLI,Africa
30405,2012,Namibia,ODA-like, ,NAM,Africa
30409,2012,Mali,Vague (Official Finance),32907164,MLI,Africa
30410,2012,Mali,ODA-like,1371132,MLI,Africa
30413,2012,Niger,ODA-like, ,NER,Africa
30415,2012,Niger,ODA-like,25600000,NER,Africa
30416,2012,Niger,ODA-like,1900000,NER,Africa
30421,2012,Sudan,ODA-like, ,SDN,Africa
30422,2012,Sudan,ODA-like, ,SDN,Africa
30423,2011,Sudan,ODA-like, ,SDN,Africa
30426,2012,Egypt,Vague (Official Finance),200000000,EGY,Africa
30429,2012,South Sudan,ODA-like, ,SSD,Africa
30434,2012,Sudan,OOF-like,19010404,SDN,Africa
30437,2008,Tanzania,Vague (Official Finance),33400000,TZA,Africa
30440,2012,Sudan,OOF-like,1500000000,SDN,Africa
30442,2010,"Congo, Dem. Rep.",Vague (Official Finance),19960000,COD,Africa
30447,2010,Tunisia,ODA-like, ,TUN,Africa
30452,2011,Rwanda,ODA-like, ,RWA,Africa
30456,2012,Rwanda,ODA-like, ,RWA,Africa
30459,2012,Uganda,ODA-like, ,UGA,Africa
30466,2013,Sudan,ODA-like, ,SDN,Africa
30469,2009,Zambia,ODA-like,45800000,ZMB,Africa
30471,2009,Zambia,ODA-like,11600000,ZMB,Africa
30472,2009,Zambia,ODA-like,25000000,ZMB,Africa
30474,2001,Djibouti,OOF-like,12081572,DJI,Africa
30476,2011,Burundi,ODA-like,7738188,BDI,Africa
30480,2011,Burundi,ODA-like,15476375,BDI,Africa
30481,2012,Ghana,ODA-like,31951500,GHA,Africa
30483,2013,Burundi,ODA-like,7500000,BDI,Africa
30486,2013,Burundi,ODA-like, ,BDI,Africa
30487,2013,Burundi,ODA-like, ,BDI,Africa
30491,2012,Burundi,ODA-like, ,BDI,Africa
30494,2008,"Congo, Rep.",ODA-like,4466227,COG,Africa
30495,2010,"Congo, Rep.",ODA-like,7470567,COG,Africa
30496,2012,"Congo, Rep.",ODA-like, ,COG,Africa
30497,2012,"Congo, Rep.",ODA-like,7921002,COG,Africa
30499,2012,"Congo, Rep.",ODA-like,69689969,COG,Africa
30501,2013,"Congo, Rep.",ODA-like,161000000,COG,Africa
30502,2013,"Congo, Rep.",Vague (Official Finance),63000000,COG,Africa
30507,2011,"Congo, Rep.",ODA-like,8400434,COG,Africa
30508,2012,"Congo, Rep.",ODA-like, ,COG,Africa
30509,2009,"Congo, Rep.",ODA-like,292765,COG,Africa
30513,2010,"Congo, Rep.",ODA-like, ,COG,Africa
30514,2007,"Congo, Rep.",ODA-like, ,COG,Africa
30515,2013,"Congo, Rep.",ODA-like, ,COG,Africa
30517,2011,"Congo, Rep.",ODA-like,173778,COG,Africa
30518,2010,"Congo, Rep.",ODA-like,100954,COG,Africa
30520,2013,"Congo, Rep.",OOF-like, ,COG,Africa
30522,2012,"Congo, Rep.",ODA-like, ,COG,Africa
30523,2008,"Congo, Rep.",ODA-like,669934,COG,Africa
30524,2012,"Congo, Rep.",ODA-like, ,COG,Africa
30525,2011,"Congo, Rep.",ODA-like, ,COG,Africa
30527,2013,Eritrea,ODA-like, ,ERI,Africa
30528,2010,Eritrea,ODA-like, ,ERI,Africa
30533,2010,Eritrea,ODA-like, ,ERI,Africa
30534,2013,Equatorial Guinea,OOF-like, ,GNQ,Africa
30536,2012,Equatorial Guinea,ODA-like, ,GNQ,Africa
30538,2012,Equatorial Guinea,ODA-like, ,GNQ,Africa
30539,2012,Equatorial Guinea,ODA-like, ,GNQ,Africa
30540,2012,Equatorial Guinea,ODA-like, ,GNQ,Africa
30543,2014,Sudan,ODA-like,700000000,SDN,Africa
30546,2011,Equatorial Guinea,ODA-like, ,GNQ,Africa
30548,2011,Equatorial Guinea,ODA-like, ,GNQ,Africa
30552,2011,Ethiopia,ODA-like,7738188,ETH,Africa
30553,2010,Ethiopia,ODA-like,4431139,ETH,Africa
30554,2010,Ethiopia,ODA-like,295927736,ETH,Africa
30555,2010,Ethiopia,ODA-like,234766400,ETH,Africa
30556,2011,Ethiopia,ODA-like,99790000,ETH,Africa
30559,2013,South Africa,ODA-like, ,ZAF,Africa
30560,2013,Ethiopia,ODA-like, ,ETH,Africa
30563,2011,Ethiopia,ODA-like,60000000,ETH,Africa
30568,2013,Gabon,Vague (Official Finance),102000000,GAB,Africa
30570,2012,Cape Verde,ODA-like,51000000,CPV,Africa
30571,2012,Ghana,ODA-like,1500000,GHA,Africa
30577,2011,Ghana,ODA-like,11050000,GHA,Africa
30582,2011,Cote D'Ivoire,ODA-like,847698,CIV,Africa
30583,2011,Cote D'Ivoire,ODA-like,3602717,CIV,Africa
30584,2011,Cote D'Ivoire,ODA-like, ,CIV,Africa
30585,2008,Cote D'Ivoire,ODA-like,290305,CIV,Africa
30588,2012,Djibouti,ODA-like,10000000,DJI,Africa
30589,2013,Tanzania,ODA-like, ,TZA,Africa
30592,2011,Lesotho,ODA-like,29334269,LSO,Africa
30598,2002,Lesotho,ODA-like,2276879,LSO,Africa
30600,2012,Ghana,ODA-like,30000000,GHA,Africa
30602,2013,Tanzania,OOF-like, ,TZA,Africa
30603,2013,Tanzania,ODA-like,403000000,TZA,Africa
30606,2013,Tanzania,OOF-like, ,TZA,Africa
30607,2013,Tanzania,ODA-like, ,TZA,Africa
30608,2002,Lesotho,ODA-like, ,LSO,Africa
30611,2012,Djibouti,ODA-like, ,DJI,Africa
30612,2013,Tanzania,ODA-like, ,TZA,Africa
30613,2011,Mali,ODA-like,10808151,MLI,Africa
30614,2013,Tanzania,ODA-like, ,TZA,Africa
30615,2013,Tanzania,ODA-like,3600000,TZA,Africa
30618,2011,Mali,ODA-like,7629283,MLI,Africa
30623,2013,Uganda,OOF-like, ,UGA,Africa
30625,2013,Nigeria,ODA-like, ,NGA,Africa
30626,2012,Nigeria,Vague (Official Finance),200000000,NGA,Africa
30629,2009,Nigeria,ODA-like,12500000,NGA,Africa
30637,2013,Rwanda,ODA-like,8070037,RWA,Africa
30638,2012,Zimbabwe,Vague (Official Finance),712890,ZWE,Africa
30639,2012,Zimbabwe,ODA-like,4990231,ZWE,Africa
30642,2013,Rwanda,ODA-like,8000000,RWA,Africa
30646,2011,Senegal,ODA-like, ,SEN,Africa
30648,2013,Zimbabwe,ODA-like,9684045,ZWE,Africa
30650,2013,Zimbabwe,ODA-like,2000000,ZWE,Africa
30652,2011,Mali,ODA-like,42838607,MLI,Africa
30653,2012,Mali,ODA-like,68556591,MLI,Africa
30658,2013,Mali,ODA-like,56473156,MLI,Africa
30659,2013,Mali,ODA-like,64560297,MLI,Africa
30660,2012,Mali,ODA-like, ,MLI,Africa
30662,2012,Mali,ODA-like,7835039,MLI,Africa
30663,2009,Mali,ODA-like,487096,MLI,Africa
30664,2009,Mali,ODA-like,105890,MLI,Africa
30665,2009,Mali,ODA-like,180014,MLI,Africa
30668,2001,Mali,ODA-like,50474838,MLI,Africa
30669,2007,Mali,ODA-like,3943460,MLI,Africa
30670,2007,Mali,ODA-like,1314487,MLI,Africa
30671,2007,Mali,ODA-like,3943460,MLI,Africa
30673,2007,Mali,ODA-like,1314487,MLI,Africa
30679,2013,Zambia,Vague (Official Finance),1452607,ZMB,Africa
30680,2010,Zambia,OOF-like,14770462,ZMB,Africa
30692,2010,Kenya,ODA-like,504839,KEN,Africa
30699,2012,Rwanda,ODA-like,7921002,RWA,Africa
30704,2009,Uganda,ODA-like,700000,UGA,Africa
30708,2012,"Congo, Rep.",ODA-like,3000000,COG,Africa
30709,2012,Ghana,ODA-like,76206939,GHA,Africa
30711,2010,Tanzania,ODA-like, ,TZA,Africa
30714,2011,Zambia,Vague (Official Finance),76000000,ZMB,Africa
30719,2012,Zambia,OOF-like,175900000,ZMB,Africa
30730,2013,Sudan,ODA-like, ,SDN,Africa
30731,2013,"Congo, Dem. Rep.",ODA-like, ,COD,Africa
30735,2007,Liberia,ODA-like, ,LBR,Africa
30736,2009,Liberia,ODA-like, ,LBR,Africa
30737,2013,Liberia,ODA-like, ,LBR,Africa
30745,2013,Liberia,ODA-like,50000,LBR,Africa
30749,2013,Liberia,ODA-like,300000,LBR,Africa
30751,2013,Liberia,OOF-like, ,LBR,Africa
30752,2013,Liberia,ODA-like, ,LBR,Africa
30767,2013,Liberia,ODA-like,800000,LBR,Africa
30789,2013,Sudan,ODA-like,63068,SDN,Africa
30801,2007,Ghana,ODA-like,270000000,GHA,Africa
30802,2013,Zimbabwe,ODA-like,16000000,ZWE,Africa
30803,2011,Kenya,ODA-like,11000000,KEN,Africa
30805,2013,Kenya,ODA-like,928905,KEN,Africa
30806,2013,"Congo, Rep.",Vague (Official Finance), ,COG,Africa
30807,2012,"Congo, Rep.",OOF-like, ,COG,Africa
30822,2012,Angola,ODA-like, ,AGO,Africa
30825,2013,Angola,OOF-like,1320000000,AGO,Africa
30833,2013,Benin,ODA-like,31576388,BEN,Africa
30834,2013,Benin,Vague (Official Finance),130000000,BEN,Africa
30835,2013,Benin,Vague (Official Finance),42000000,BEN,Africa
30836,2013,Benin,Vague (Official Finance),80000000,BEN,Africa
30839,2013,Angola,ODA-like,32280149,AGO,Africa
30843,2011,Botswana,ODA-like, ,BWA,Africa
30844,2011,Botswana,ODA-like,218256,BWA,Africa
30846,2013,Benin,ODA-like,2024127,BEN,Africa
30847,2013,Benin,ODA-like, ,BEN,Africa
30848,2013,Benin,ODA-like, ,BEN,Africa
30849,2013,Benin,ODA-like,24210111,BEN,Africa
30850,2013,Benin,ODA-like,8070037,BEN,Africa
30852,2013,Chad,ODA-like,720000,TCD,Africa
30853,2013,Chad,ODA-like,680000,TCD,Africa
30856,2011,Chad,ODA-like,700000000,TCD,Africa
30857,2013,Cote D'Ivoire,ODA-like,875000000,CIV,Africa
30877,2013,Comoros,ODA-like,807004,COM,Africa
30878,2013,Comoros,ODA-like, ,COM,Africa
30885,2012,Cameroon,ODA-like,15842004,CMR,Africa
30886,2013,Ethiopia,ODA-like,143000000,ETH,Africa
30888,2013,"Africa, regional",ODA-like,322000000,"Africa, regional",Africa
30889,2013,"Africa, regional",ODA-like,100000000,"Africa, regional",Africa
30905,2013,Cameroon,Vague (Official Finance),405635141,CMR,Africa
30911,2013,Ethiopia,Vague (Official Finance), ,ETH,Africa
30915,2013,Ethiopia,Vague (Official Finance),800000000,ETH,Africa
30917,2013,Ethiopia,ODA-like, ,ETH,Africa
30921,2013,Equatorial Guinea,ODA-like,18561085,GNQ,Africa
30922,2012,Cote D'Ivoire,ODA-like,472600000,CIV,Africa
30925,2013,Eritrea,OOF-like, ,ERI,Africa
30926,2012,Cameroon,ODA-like,482800000,CMR,Africa
30937,2013,Tanzania,Vague (Official Finance),200000000,TZA,Africa
30938,2011,Tanzania,ODA-like,70000000,TZA,Africa
30939,2013,Tanzania,Vague (Official Finance), ,TZA,Africa
30946,2000,Uganda,ODA-like,412912,UGA,Africa
30947,2013,Morocco,Vague (Official Finance),299880000,MAR,Africa
30948,2013,Morocco,ODA-like,3228015,MAR,Africa
30949,2013,Eritrea,OOF-like, ,ERI,Africa
30952,2013,Ghana,ODA-like, ,GHA,Africa
30953,2013,Ghana,OOF-like,314000000,GHA,Africa
30954,2012,Ghana,ODA-like,1700000,GHA,Africa
30955,2009,Ghana,OOF-like,112740000,GHA,Africa
30956,2013,Ghana,ODA-like,129000000,GHA,Africa
30970,2009,Egypt,OOF-like, ,EGY,Africa
30971,2009,Egypt,ODA-like,76000,EGY,Africa
30973,2013,Guinea-Bissau,ODA-like, ,GNB,Africa
30974,2013,Guinea-Bissau,ODA-like,1600000,GNB,Africa
30977,2009,Uganda,OOF-like,83080,UGA,Africa
30981,2009,Uganda,ODA-like,4414680,UGA,Africa
30982,2013,Nigeria,OOF-like, ,NGA,Africa
30985,2012,Uganda,ODA-like,130520,UGA,Africa
30986,2007,Uganda,ODA-like,65890,UGA,Africa
30989,2013,Madagascar,ODA-like, ,MDG,Africa
30990,2013,Madagascar,ODA-like, ,MDG,Africa
30991,2012,Malawi,ODA-like,2890336,MWI,Africa
30992,2012,Malawi,ODA-like, ,MWI,Africa
30995,2013,Mauritius,OOF-like,8070037,MUS,Africa
30996,2013,Mauritius,ODA-like,169471,MUS,Africa
31002,2013,Nigeria,ODA-like,975000000,NGA,Africa
31014,2013,Nigeria,Vague (Official Finance), ,NGA,Africa
31018,2013,Nigeria,OOF-like, ,NGA,Africa
31019,2011,Sierra Leone,Vague (Official Finance),315000000,SLE,Africa
31020,2013,Nigeria,ODA-like,12714,NGA,Africa
31023,2013,Kenya,ODA-like,95400000,KEN,Africa
31026,2013,"Congo, Rep.",ODA-like, ,COG,Africa
31032,2013,"Congo, Rep.",ODA-like, ,COG,Africa
31047,2013,Niger,ODA-like,73880652,NER,Africa
31048,2013,Niger,ODA-like,100194309,NER,Africa
31049,2013,Niger,ODA-like,1000000000,NER,Africa
31053,2013,Namibia,OOF-like, ,NAM,Africa
31054,2013,Namibia,ODA-like, ,NAM,Africa
31055,2003,Kenya,ODA-like,3100000,KEN,Africa
31057,2013,Namibia,ODA-like,77680,NAM,Africa
31058,2013,Namibia,ODA-like, ,NAM,Africa
31062,2013,Seychelles,ODA-like, ,SYC,Africa
31063,2013,Rwanda,ODA-like, ,RWA,Africa
31064,2013,Mozambique,ODA-like,23000000,MOZ,Africa
31065,2013,Mozambique,ODA-like,23000000,MOZ,Africa
31066,2013,Mozambique,ODA-like,416500000,MOZ,Africa
31075,2013,Sierra Leone,ODA-like, ,SLE,Africa
31076,2013,Sierra Leone,ODA-like, ,SLE,Africa
31077,2013,Sierra Leone,ODA-like,3000,SLE,Africa
31082,2012,Tunisia,ODA-like, ,TUN,Africa
31084,2009,Kenya,ODA-like, ,KEN,Africa
31086,2012,Kenya,Vague (Official Finance),20939410,KEN,Africa
31089,2012,Kenya,Vague (Official Finance),98813633,KEN,Africa
31091,2012,Kenya,Vague (Official Finance),55081296,KEN,Africa
31094,2013,Mozambique,ODA-like,3000000,MOZ,Africa
31096,2011,Lesotho,ODA-like, ,LSO,Africa
31097,2013,Lesotho,ODA-like, ,LSO,Africa
31099,2012,Lesotho,ODA-like,609016,LSO,Africa
31106,2013,Uganda,ODA-like,8200000,UGA,Africa
31111,2012,Kenya,ODA-like,74825858,KEN,Africa
31112,2012,Kenya,ODA-like,29220533,KEN,Africa
31113,2013,Mali,ODA-like, ,MLI,Africa
31114,2013,Namibia,ODA-like, ,NAM,Africa
31115,2012,Lesotho,OOF-like, ,LSO,Africa
31117,2013,"Africa, regional",OOF-like, ,"Africa, regional",Africa
31118,2011,Lesotho,ODA-like, ,LSO,Africa
31120,2013,Lesotho,ODA-like, ,LSO,Africa
31128,2012,Mozambique,ODA-like, ,MOZ,Africa
31146,2013,Zambia,ODA-like, ,ZMB,Africa
31147,2013,South Sudan,ODA-like, ,SSD,Africa
31148,2012,Zambia,ODA-like, ,ZMB,Africa
31150,2013,South Sudan,Vague (Official Finance),27000000,SSD,Africa
31166,2013,Zimbabwe,ODA-like,60000,ZWE,Africa
31169,2012,Tanzania,ODA-like, ,TZA,Africa
31170,2012,Zimbabwe,ODA-like, ,ZWE,Africa
31189,2006,South Africa,ODA-like,6645451,ZAF,Africa
31191,2000,South Africa,ODA-like,26081337,ZAF,Africa
31192,2008,Botswana,ODA-like,161128,BWA,Africa
31196,2008,Burundi,ODA-like,263000,BDI,Africa
31200,2013,South Sudan,Vague (Official Finance),21695437,SSD,Africa
31211,2014,South Sudan,ODA-like,65110,SSD,Africa
31212,2013,Zimbabwe,ODA-like,800000,ZWE,Africa
31215,2012,Zimbabwe,ODA-like,864000000,ZWE,Africa
31219,2012,Seychelles,OOF-like, ,SYC,Africa
31220,2012,Comoros,OOF-like, ,COM,Africa
31221,2009,Tunisia,OOF-like, ,TUN,Africa
31223,2013,South Sudan,ODA-like,500000,SSD,Africa
31229,2009,Cameroon,ODA-like,97130000,CMR,Africa
31230,2010,Cameroon,ODA-like,31832494,CMR,Africa
31243,2011,Cameroon,OOF-like,67012705,CMR,Africa
31245,2011,Cameroon,OOF-like,7738188,CMR,Africa
31248,2013,South Africa,OOF-like,2200000000,ZAF,Africa
31253,2012,Cameroon,ODA-like,168300000,CMR,Africa
31260,2013,Zimbabwe,ODA-like,10500000,ZWE,Africa
31264,2013,Zimbabwe,ODA-like,10000,ZWE,Africa
31265,2013,Zimbabwe,OOF-like, ,ZWE,Africa
31266,2010,Zimbabwe,ODA-like, ,ZWE,Africa
31267,2011,Mauritania,ODA-like,7738188,MRT,Africa
31274,2009,Namibia,ODA-like,100000,NAM,Africa
31275,2009,Namibia,ODA-like, ,NAM,Africa
31279,2012,Tanzania,OOF-like, ,TZA,Africa
31280,2013,Tanzania,OOF-like, ,TZA,Africa
31281,2010,Tanzania,OOF-like, ,TZA,Africa
31282,2011,Senegal,OOF-like, ,SEN,Africa
31283,2012,Sierra Leone,OOF-like, ,SLE,Africa
31284,2012,Mozambique,OOF-like, ,MOZ,Africa
31285,2013,Malawi,OOF-like, ,MWI,Africa
31286,2013,Ghana,OOF-like, ,GHA,Africa
31287,2008,Egypt,OOF-like, ,EGY,Africa
31288,2007,Cameroon,OOF-like, ,CMR,Africa
31289,2008,Kenya,OOF-like, ,KEN,Africa
31290,2012,Kenya,OOF-like, ,KEN,Africa
31291,2008,Rwanda,OOF-like, ,RWA,Africa
31292,2006,Madagascar,OOF-like, ,MDG,Africa
31297,2013,Kenya,OOF-like,80000000,KEN,Africa
31300,2008,South Africa,OOF-like, ,ZAF,Africa
31301,2007,South Africa,OOF-like, ,ZAF,Africa
31302,2007,South Africa,OOF-like, ,ZAF,Africa
31303,2013,South Africa,OOF-like, ,ZAF,Africa
31304,2009,South Africa,OOF-like, ,ZAF,Africa
31306,2008,Nigeria,OOF-like, ,NGA,Africa
31307,2007,Nigeria,OOF-like, ,NGA,Africa
31308,2007,Sudan,OOF-like, ,SDN,Africa
31309,2008,Morocco,OOF-like, ,MAR,Africa
31310,2012,Morocco,OOF-like, ,MAR,Africa
31311,2008,Togo,OOF-like, ,TGO,Africa
31312,2009,Benin,OOF-like, ,BEN,Africa
31313,2009,Ethiopia,OOF-like, ,ETH,Africa
31314,2013,Ethiopia,OOF-like, ,ETH,Africa
31315,2013,Australia,OOF-like, ,AUS,The Pacific
31316,2008,Mali,OOF-like, ,MLI,Africa
31317,2011,Burundi,OOF-like, ,BDI,Africa
31325,2008,Madagascar,ODA-like, ,MDG,Africa
31326,2014,Liberia,OOF-like,4000000,LBR,Africa
31327,2011,Malawi,ODA-like,1277829,MWI,Africa
31328,2012,Malawi,ODA-like, ,MWI,Africa
31329,2013,Zambia,Vague (Official Finance),300000000,ZMB,Africa
31330,2012,Malawi,ODA-like, ,MWI,Africa
31415,2008,"Congo, Dem. Rep.",ODA-like,2248521,COD,Africa
31426,2009,Guinea,ODA-like, ,GIN,Africa
31452,2013,Zambia,ODA-like,8000000,ZMB,Africa
31460,2013,Zambia,ODA-like,4633,ZMB,Africa
31508,2000,"Congo, Dem. Rep.",ODA-like,603922,COD,Africa
31643,2013,Ethiopia,ODA-like,18362259,ETH,Africa
31652,2006,"Congo, Dem. Rep.",ODA-like,3000000,COD,Africa
31659,2001,"Congo, Dem. Rep.",ODA-like,13289485,COD,Africa
